player_id,name,player_name,team_name,games,minutes,actions,offensive,defensive,vaep,offensive_p90,defensive_p90,vaep_p90,goals,assists,goals_p90,assists_p90,ga_p90,rank_goals_p90,rank_assists_p90,rank_ga_p90,rank_vaep_p90
22819.0,Bruno Soriano,Bruno Soriano Llido,Villarreal,31,2710,3421,7.0302368690373225,-0.0387794777197996,6.991457391317523,0.2334765011857413,-0.0012878793338678,0.2321886218518734,5.0,0.0,0.16605166051660517,0.0,0.16605166051660517,76,194,121,42
3063.0,Danilo,Danilo Luiz da Silva,Real Madrid,24,2115,2954,5.46441874303855,-0.0136060660879593,5.450812676950591,0.2325284571505766,-0.0005789815356578,0.2319494756149187,2.0,4.0,0.0851063829787234,0.1702127659574468,0.2553191489361702,125,25,85,43
6320.0,Filipe Luis,Filipe Luís Kasmirski,Atlético Madrid,32,2947,4452,7.474249102699105,0.0424353563867043,7.516684459085809,0.2282600676087273,0.0012959559127259,0.2295560235214533,1.0,2.0,0.030539531727180186,0.06107906345436037,0.09161859518154056,204,127,172,44
5203.0,Sergio Busquets,Sergio Busquets i Burgos,Barcelona,35,2988,4631,6.938812096195761,0.6546214318659622,7.593433528061723,0.2090003643432458,0.0197175130080109,0.2287178773512567,0.0,2.0,0.0,0.060240963855421686,0.060240963855421686,212,129,223,45
6720.0,Pablo Sarabia,Pablo Sarabia García,Getafe,31,2609,2900,7.220266348980833,-0.6151007570151705,6.605165591965663,0.2490701308579053,-0.0212185006252837,0.2278516302326215,7.0,3.0,0.24147182828669989,0.10348792640858566,0.34495975469528556,57,63,58,46
5721.0,Daniel Carvajal,Daniel Carvajal Ramos,Real Madrid,22,1685,2435,3.899365123856114,0.3503785285865888,4.249743652442703,0.2082746950427598,0.0187145801618949,0.2269892752046547,0.0,4.0,0.0,0.21364985163204747,0.21364985163204747,212,13,100,47
6382.0,Fernando Torres,Fernando José Torres Sanz,Atlético Madrid,30,1765,1147,4.68227270047646,-0.2308774392295163,4.451395261246944,0.2387561150384597,-0.0117727872694937,0.2269833277689659,11.0,1.0,0.5609065155807366,0.05099150141643059,0.6118980169971672,13,144,16,48
6718.0,Sergio Escudero,Sergio Escudero Palomo,Sevilla,15,1218,1301,3.208722642926732,-0.1377143124118447,3.0710083305148874,0.2370977322359654,-0.0101759344146683,0.2269217978212971,1.0,0.0,0.07389162561576354,0.0,0.07389162561576354,143,194,195,49
20669.0,Tiago,Tiago Cardoso Mendes,Atlético Madrid,14,1097,1496,2.559238689951598,0.1939531684620306,2.753191858413629,0.2099648879632123,0.0159122927635212,0.2258771807267335,1.0,2.0,0.0820419325432999,0.1640838650865998,0.24612579762989972,130,28,92,50
6581.0,Jony,Jonathan Rodríguez Menéndez,Sporting Gijón,36,2956,2695,7.940653077330187,-0.5482164673157968,7.39243661001439,0.2417654861162776,-0.0166912997491277,0.2250741863671499,5.0,6.0,0.15223274695534506,0.18267929634641406,0.3349120433017591,82,21,59,51
25707.0,Fran Rico,Francisco Manuel Rico Castro,Granada,28,1535,1696,3.820561117753852,0.0167624797322787,3.837323597486131,0.2240068407803561,0.000982816401241,0.2249896571815972,2.0,0.0,0.11726384364820848,0.0,0.11726384364820848,98,194,150,52
26685.0,Miku Fedor,Nicolás Ladislao Fedor Flores,Rayo Vallecano,22,1604,1020,4.148236949342769,-0.1578357546532061,3.9904011946895626,0.2327564373072626,-0.0088561208970003,0.2239003164102622,9.0,2.0,0.5049875311720698,0.11221945137157106,0.6172069825436409,16,55,15,53
23816.0,José Antonio Reyes,José Antonio Reyes Calderón,Sevilla,24,1229,1313,4.004549685014179,-0.9507669307058676,3.053782754308312,0.2932542486991669,-0.0696249176269553,0.2236293310722115,1.0,1.0,0.07323026851098453,0.07323026851098453,0.14646053702196907,144,108,133,54
5199.0,Koke,Jorge Resurrección Merodio,Atlético Madrid,35,3071,4435,7.71316377901053,-0.112273108883528,7.600890670127002,0.2260451775027508,-0.0032903223052808,0.2227548551974699,5.0,8.0,0.14653207424291761,0.2344513187886682,0.3809833930315858,84,8,46,55
6847.0,Adalberto Peñaranda,Adalberto Peñaranda Maestre,Granada,23,1722,1165,4.5998015971530695,-0.3402443533123005,4.259557243840769,0.2404077489801255,-0.0177828059222456,0.2226249430578799,5.0,0.0,0.2613240418118467,0.0,0.2613240418118467,49,194,83,56
6356.0,Michael Krohn-Dehli,Michael Krohn-Dehli,Sevilla,27,1745,1808,4.301862519818591,0.0012051397352479,4.303067659553839,0.2218725654920763,6.215620411020892e-05,0.2219347216961865,1.0,2.0,0.051575931232091685,0.10315186246418337,0.15472779369627504,177,64,129,57
7900.0,Bebé,Tiago Manuel Dias Correia,Rayo Vallecano,34,2304,2184,6.090574896046659,-0.4531644184025936,5.637410477644066,0.2379130818768226,-0.0177017350938513,0.2202113467829713,3.0,5.0,0.1171875,0.1953125,0.3125,99,16,69,58
5633.0,Yannick Carrasco,Yannick Ferreira Carrasco,Atlético Madrid,29,1553,2066,3.937137085727183,-0.2421085793466773,3.6950285063805057,0.2281663475308734,-0.0140307611984552,0.2141355863324182,4.0,1.0,0.231809401159047,0.05795235028976175,0.2897617514488087,60,135,73,59
11675.0,Moi Gómez,Moisés Gómez Bordonado,Getafe,22,972,968,2.073934972412186,0.2256667429173831,2.299601715329569,0.1920310159640912,0.0208950687886465,0.2129260847527378,2.0,1.0,0.1851851851851852,0.0925925925925926,0.2777777777777778,74,79,78,60
27341.0,Marcelo Díaz,Marcelo Alfonso Díaz Rojas,Celta Vigo,14,1031,1476,2.426950478790328,-0.0229281860520131,2.404022292738315,0.2118579467421237,-0.002001490538003,0.2098564562041205,0.0,0.0,0.0,0.0,0.0,212,194,257,61
