player_id,name,player_name,team_name,games,minutes,actions,offensive,defensive,vaep,offensive_p90,defensive_p90,vaep_p90
16539.0,Diego Reyes,Diego Antonio Reyes Rosales,Real Sociedad,27,2391,2178,3.1094156528124586,0.45385380304651335,3.563269455858972,0.11704199445969105,0.017083581043156087,0.13412557550284712
7105.0,Fabián Orellana,Fabián Ariel Orellana Valenzuela,Celta Vigo,33,3015,4076,5.200806288247209,-0.7187434764346108,4.4820628118125985,0.15524794890290178,-0.021455029147301814,0.13379291975559995
6389.0,Mikel San José,Mikel San José Domínguez,Athletic Club,34,2796,3006,4.1372104127819185,0.015182132367044687,4.152392545148963,0.13317200899512613,0.0004886952478662453,0.13366070424299237
20086.0,Stipe Pletikosa,Stipe Pletikosa,RC Deportivo La Coruña,2,184,90,0.11424955661641434,0.1589069152250886,0.27315647184150293,0.055882935301507015,0.07772620853401073,0.13360914383551775
6787.0,Pedro López,Pedro López Muñoz,Levante UD,17,1343,1389,2.328968805959448,-0.33738154522143304,1.9915872607380152,0.1560738589250561,-0.02260933661200966,0.13346452231304645
6789.0,Mikel Balenziaga,Mikel Balenziaga Oruesagasti,Athletic Club,34,3031,2890,4.474970706913155,0.005955206142971292,4.480925913056126,0.1328760684995658,0.0001768289517873363,0.13305289745135312
3610.0,Roque Mesa,Roque Mesa Quevedo,Las Palmas,34,2901,4392,4.010404967492679,0.27710629782814067,4.28751126532082,0.12441794108043472,0.00859688617874273,0.13301482725917746
26023.0,Juanfran,Juan Francisco García García,Levante UD,20,1571,1451,2.7010943977446296,-0.41129470540909097,2.2897996923355386,0.15474124493762995,-0.023562395599502347,0.1311788493381276
12191.0,Gorka Elustondo,Gorka Elustondo Urkola,Athletic Club,11,506,491,1.1488814515178092,-0.41581775758822914,0.73306369392958,0.20434650323439293,-0.07395968020343997,0.13038682303095298
6772.0,Mario Gaspar,Mario Gaspar Pérez Martínez,Villarreal,33,2996,3116,4.786044463020517,-0.4589472130173817,4.327097250003135,0.14377303126563634,-0.013786798788906662,0.1299862324767297
11634.0,Cristiano Piccini,Cristiano Piccini,Real Betis,16,1473,1739,2.0468527929526754,0.07565663239802234,2.1225094253506978,0.12506228877511255,0.004622604830836395,0.12968489360594895
3601.0,Charly Musonda,Charly Musonda Junior,Real Betis,16,1277,1136,1.965215716772713,-0.13806057084002532,1.8271551459326876,0.13850384848045744,-0.009730189017699514,0.12877365946275793
27054.0,Roberto Lago,Roberto Lago Soto,Getafe,17,1409,1273,1.9828637456521392,0.024538638070225716,2.007402383722365,0.12665559766408271,0.0015674076836907837,0.12822300534777348
6927.0,David García,David García Santana,Las Palmas,19,1665,1823,2.6370737133547664,-0.2936297347769141,2.3434439785778522,0.1425445250462036,-0.01587187755550887,0.12667264749069473
6880.0,Antonio Sanabria,Arnaldo Antonio Sanabria Ayala,Sporting Gijón,29,2312,1555,4.044122407651253,-0.7905440975446254,3.2535783101066276,0.15742691033244496,-0.030773775423449952,0.12665313490899502
3240.0,Mat Ryan,Mathew Ryan,Valencia,8,757,483,0.6994781639659777,0.365643939410802,1.0651221033767797,0.08316120839754028,0.04347153837116536,0.12663274676870565
26633.0,Alberto Lora,Alberto Lora Ramos,Sporting Gijón,31,2524,2520,3.3132977455388755,0.23291323077864945,3.546210976317525,0.11814453133854944,0.008305146897812381,0.12644967823636183
7788.0,Ciro Immobile,Ciro Immobile,Sevilla,8,349,196,0.6058523276005872,-0.1159609287569765,0.48989139884361066,0.15623698992565285,-0.02990396443589652,0.12633302548975633
6606.0,Javi Eraso,Javier Eraso Goñi,Athletic Club,16,828,604,1.2561966917677783,-0.10145369215751998,1.1547429996102583,0.1365431186704107,-0.01102757523451304,0.12551554343589763
18407.0,José Alberto Cañas,José Alberto Cañas Ruiz Herrera,Espanyol,13,723,790,0.7981990750995465,0.2087512307043653,1.0069503058039118,0.09936088071778586,0.02598563037813676,0.12534651109592262
79615.0,Néstor Díaz,Néstor Díaz García,Celta Vigo,1,12,4,0.011463135946542025,0.0052114519057795405,0.016674587852321565,0.08597351959906518,0.039085889293346554,0.12505940889241174
6386.0,Eneko Bóveda,Eneko Bóveda Altube,Athletic Club,23,1543,1865,1.8726488866959698,0.2630838292388944,2.1357327159348642,0.109227738044483,0.015345135859689238,0.12457287390417227
6388.0,Ander Iturraspe,Ander Iturraspe Derteano,Athletic Club,16,742,819,1.0064038465141785,0.01549985699239187,1.0219037035065703,0.12207054742085724,0.001880036562419499,0.12395058398327673
6792.0,Pau López,Pau López Sabata,Espanyol,36,3331,1608,2.655953591573052,1.9283738757076208,4.584327467280673,0.07176097965823318,0.05210256644061419,0.12386354609884735
7797.0,Rodrigo De Paul,Rodrigo Javier De Paul,Valencia,9,541,648,0.7252599542515819,0.016140969237312675,0.7414009234888945,0.12065322713981953,0.002685188967390279,0.1233384161072098
6614.0,Alexis Ruano,Alexis Ruano Delgado,Getafe,15,1402,1111,2.031397202925291,-0.12122276157606393,1.910174441349227,0.1304035294317234,-0.007781774994183848,0.12262175443753953
6580.0,Recio,José Luis García del Pozo,Málaga,33,2847,3150,3.711370287775528,0.136954882676946,3.848325170452474,0.11732466663147084,0.004329448345951928,0.12165411497742279
4558.0,Pape Diop,Pape Cheikh Diop Gueye,Celta Vigo,5,70,60,0.0388957608374767,0.05563474816153757,0.09453050899901427,0.05000883536247005,0.07153039049340544,0.1215392258558755
6807.0,Rober,Roberto Suárez Pier,RC Deportivo La Coruña,2,56,79,-0.0681736480910331,0.14359389018500224,0.07542024209396914,-0.10956479157487463,0.23077589494018216,0.12121110336530755
3638.0,Shkodran Mustafi,Shkodran Mustafi,Valencia,30,2793,3056,3.1481119602103718,0.5327258244215045,3.6808377846318763,0.10144292030753077,0.017166245684903474,0.11860916599243425
27092.0,Abdoul Karim Yoda,Abdoul Karim Yoda,Getafe,18,1039,1196,1.6259956436697394,-0.25788259247201495,1.3681130511977244,0.14084659088573295,-0.022338241888817462,0.11850834899691548
6796.0,Nemanja Radoja,Nemanja Radoja,Celta Vigo,30,1544,1725,1.4412010572236031,0.5898511938285083,2.0310522510521114,0.08400783364645356,0.03438251777497781,0.11839035142143137
27402.0,Álvaro Pereira,Álvaro Daniel Pereira Barragán,Getafe,6,420,365,0.47335018881130964,0.07578662459854968,0.5491368134098593,0.1014321833167092,0.0162399909854035,0.11767217430211271
