name,seed_20160817,seed_7,seed_1234,mean,spread,rank_move
Jaume Doménech,0.06790683266469982,0.07228433130596401,0.07462608763451398,0.07160575053505927,0.0067192549698141535,13
Jan Oblak,0.06826536883502199,0.06966989442473343,0.07100847962917615,0.06964791429631052,0.002743110794154166,4
Mubarak Wakaso,0.07178810629275188,0.055073781203767116,0.07972660904965204,0.06886283218205701,0.02465282784588492,50
Javi Márquez,0.06497852057964563,0.06578823032838496,0.07538193918369614,0.06871623003057557,0.010403418604050502,21
Eric Bailly,0.06145018257073446,0.06408861409991357,0.07869906459602298,0.06807928708889033,0.01724888202528852,33
David Simón,0.06682627471334493,0.07432641668748183,0.0622458684951945,0.06779951996534042,0.012080548192287328,20
Cristiano Biraghi,0.06495672858913357,0.06463836505381981,0.0707959147866077,0.06679700280985369,0.006157549732787884,10
Abraham González,0.06786469998328819,0.06720261748973563,0.06467887945360411,0.06658206564220931,0.0031858205296840802,5
Tomás Pina,0.061183308492580316,0.07165614768809184,0.06415873106230092,0.06566606241432436,0.010472839195511521,16
Gustavo Cabral,0.057714492174557666,0.06531190329283156,0.0702579428515601,0.0644281127729831,0.012543450677002438,16
Íñigo Martínez,0.06593377703953751,0.06125359077132325,0.0648745431171043,0.06402063697598835,0.004680186268214259,7
Nacho,0.060028014944391014,0.062342000421914,0.06392009973897375,0.062096705035092924,0.003892084794582737,7
Andrés Fernández,0.05508118472339868,0.06997172143883683,0.05997226649591787,0.061675057552717794,0.014890536715438149,18
Mauro dos Santos,0.06835565392329407,0.05661972554516561,0.059769266278601886,0.06158154858235385,0.011735928378128459,21
Nacho Martínez,0.06515487355495955,0.06531949653803949,0.053864085201147,0.06144615176471535,0.011455411336892492,24
Sergi Gómez,0.06774315768997552,0.05394564718218738,0.06002143749407913,0.060570080788747344,0.013797510507788137,23
Álvaro Cejudo,0.06050104827490592,0.05987133093735865,0.06021715964403209,0.060196512952098886,0.0006297173375472698,2
Kolo,0.06604472123024821,0.05413035651748924,0.05870076726122923,0.059625281669655555,0.011914364712758967,20
Javi Varas,0.05147045289421922,0.06368146205059846,0.06311188616729685,0.059421267037371515,0.012211009156379245,15
Raúl García,0.06147695555089953,0.059502010184083555,0.05545257042187613,0.05881051205228641,0.006024385129023396,13
Nabil El Zhar,0.05228955394849261,0.05785415664911508,0.06278573748034473,0.05764314935931747,0.010496183531852117,12
Víctor Sánchez,0.0534153568980317,0.057380075853539915,0.061863749502123644,0.057553060751231754,0.008448392604091942,8
Gerard Moreno,0.05492642561524906,0.05591970115225907,0.059148986779735825,0.056665037849081314,0.004222561164486764,1
Iván Ramis,0.05258676280242988,0.057742195186209475,0.056531251769147424,0.055620069919262265,0.005155432383779593,6
José Giménez,0.057390996250822876,0.04884888767160841,0.05788570867922057,0.05470853086721728,0.009036821007612161,14
Charles,0.046937444794947256,0.05227413666090171,0.0609810386692192,0.05339754004168939,0.014043593874271947,18
Alfred N'Diaye,0.04887922890605405,0.05313237550752237,0.05422731440020725,0.05207963960459455,0.0053480854941532,5
Sergio Araujo,0.05371115214901254,0.049458872971704454,0.05038067267797094,0.051183565932895976,0.004252279177308083,12
Pedro León,0.044635105188103485,0.047269982308137275,0.05892360258664439,0.050276230027628384,0.014288497398540906,15
Enzo Roco,0.04207403040915803,0.05490855191725048,0.052059185735451624,0.049680589353953385,0.012834521508092445,21
Álvaro González,0.049798286744459935,0.050857840323390385,0.04779654015484475,0.049484222407565025,0.0030613001685456387,7
Saúl Berjón,0.049204105546083544,0.04470865370591678,0.05296289716138184,0.04895855213779405,0.008254243455465063,10
Alberto de la Bella,0.043245868756104686,0.05986558100885671,0.043500212085105794,0.0488705539500224,0.016619712252752022,26
Gero Rulli,0.04305192510530885,0.0556924899653128,0.046229033808592945,0.0483244829597382,0.01264056486000395,19
Raúl Baena,0.04258380988516554,0.047322549899369445,0.054717883976148476,0.04820808125356115,0.012134074090982938,16
Abdoulaye Doucouré,0.04495283879924928,0.04348591467195926,0.05520951136685151,0.04788275494602001,0.01172359669489225,19
Antonio Rukavina,0.046386634150063534,0.04880123504379381,0.04841995666009707,0.047869275284651465,0.002414600893730273,2
Dani García,0.05059996144751212,0.04526650456943907,0.047656915646970076,0.047841127221307095,0.005333456878073052,11
Weligton,0.0512852050487306,0.044150552210205564,0.046113014196598134,0.047182923818511434,0.007134652838525039,17
Xabier Etxeita,0.0503126282157598,0.046437775976845834,0.04217620596175249,0.04630887005145271,0.008136422254007306,15
David Navarro,0.04404299499650182,0.04428451919996013,0.04887869704220099,0.04573540374622098,0.004835702045699171,8
Mikel González,0.04956345078119298,0.03569837136471448,0.05158474034574526,0.045615520830550906,0.015886368981030782,24
Miguel Ángel Guerrero,0.0445586631807789,0.04413365468788485,0.04304296615913195,0.04391176134259856,0.0015156970216469445,7
Santiago Vergini,0.03907074239111079,0.05109452898431337,0.04041053157169177,0.04352526764903864,0.012023786593202579,19
Rúben Vezo,0.04226527538910312,0.04494650554107993,0.03922054328339934,0.04214410807119414,0.005725962257680586,10
Keylor Navas,0.04336295153432664,0.037850880229496724,0.043639582054810236,0.0416178046062112,0.005788701825313512,13
Stefan Savić,0.03834901980547179,0.04686772455380297,0.03833323140075037,0.04118332525334171,0.008534493153052596,15
Aymen Abdennour,0.0427647521387571,0.04056988324676737,0.037946029999919494,0.04042688846181466,0.004818722138837606,10
Álvaro Negredo,0.04076662007481696,0.03962546100089212,0.040394762557769685,0.040262281211159594,0.0011411590739248412,3
Daniel Carriço,0.03833830036693025,0.040324569582362135,0.03600688749034105,0.03822325247987781,0.0043176820920210884,6
Víctor Álvarez,0.035617105671193076,0.04035803937195355,0.038484418184071244,0.038153187742405954,0.004740933700760473,4
Jonathas,0.039269344966929305,0.03947675145017066,0.03022899196678606,0.036325029461295344,0.009247759483384601,11
Diego Alves,0.0243135299167838,0.04465688101500746,0.039360648693140196,0.036110353208310485,0.020343351098223664,17
Rubén Martínez,0.025144138711076208,0.03905908260650849,0.041006364994176,0.035069862103920234,0.015862226283099794,12
Rene Krhin,0.02934709781094382,0.0337791059782523,0.035649431770677614,0.032925211853291246,0.006302333959733793,2
Duje Čop,0.024516468542248135,0.03568111913540004,0.03750212082946207,0.03256656950237008,0.012985652287213933,4
Bruno González,0.028466410254000773,0.03614140667446793,0.03132791879909054,0.03197857857585308,0.007674996420467154,3
Coke,0.03224394557496689,0.026112775861485932,0.030483672519376042,0.029613464651942954,0.006131169713480957,5
Antonio Amaya,0.02061078565952707,0.006938000273201958,0.03963063315494836,0.02239313969589246,0.0326926328817464,26
Carlos Gurpegi,0.012239325089503957,0.027256494720488238,0.026248422198775875,0.02191474733625602,0.01501716963098428,9
Samu Castillejo,0.01642190172669667,0.019911027156909674,0.023763074775995936,0.020032001219867427,0.0073411730492992655,3
Carlos Vigaray,0.03391897703268909,0.01667275841789234,0.008774769252411416,0.019788834900997615,0.025144207780277674,18
Juan Rodríguez,0.01529964182635821,0.02148259920330828,0.021467295571508456,0.019416512200391648,0.006182957376950071,3
Raphaël Varane,0.02000091600136227,0.022474456199950584,0.015691740037441646,0.019389037412918166,0.006782716162508938,5
Jorge Meré,0.02347636326593543,0.021295550362049023,0.012673267307758388,0.019148393645247615,0.010803095958177042,9
Adil Rami,0.012235572305546408,0.02353608525636277,0.01842149988812618,0.018064385816678453,0.011300512950816362,8
Francisco Portillo,0.012464143301399309,0.01624663598049235,0.022975999025818365,0.01722892610257001,0.010511855724419056,4
Bernardo Espinosa,0.019635283745866528,0.020297617129413272,0.006945484806758353,0.015626128560679384,0.01335213232265492,12
Omar Mascarell,0.010660843508899013,0.011934070393015875,0.012772956791851506,0.011789290231255465,0.0021121132829524936,3
Markel Bergara,0.010944864321190288,0.012322877762442487,0.006984223294633444,0.010083988459422074,0.005338654467809043,5
Rodrigo,0.008409257366762315,0.011985046466884095,0.00939842013172634,0.009930907988457584,0.00357578910012178,3
Manucho Gonçalves,-0.006293394077168311,0.007867235200141168,0.027558249375626936,0.009710696832866598,0.033851643452795246,22
Deyverson,0.008461245454520271,0.005095911874410087,0.013254846432559893,0.008937334587163418,0.008158934558149807,9
David Lombán,0.008176279470793569,0.011205181036613885,0.005354042632676848,0.008245167713361434,0.005851138403937037,5
Cani,0.008781325367429265,0.006188134722916826,0.00838229116087301,0.0077839170837397005,0.0025931906445124395,4
Sergio Canales,-0.0028939751446962654,0.013778865501878719,0.0055870747583409465,0.005490655038507801,0.016672840646574982,10
Grzegorz Krychowiak,-0.0003225896355698388,0.004221844886743367,0.0013726867720501295,0.0017573140077412192,0.004544434522313206,2
Ognjen Vranješ,0.007655489521662665,-0.011994918121957764,0.0025000667462318172,-0.0006131206180210938,0.01965040764362043,9
Diego Godín,0.0013290192613335833,0.00052005467555401,-0.004730780558681793,-0.0009605688739314,0.006059799820015376,5
Roberto Soldado,-0.006723946198545239,-0.0023920586615523427,-0.0041036148180421785,-0.004406539892713254,0.004331887536992896,4
Aleksandar Pantić,-0.003279161168843905,-0.004169091235956021,-0.0062798753686432425,-0.004576042591147723,0.0030007141997993375,3
David Zurutuza,-0.022850239192848676,-0.0045263442393661535,0.008094240745322168,-0.006427447562297554,0.030944479938170844,13
Léo Baptistão,-0.004526647209933946,-0.008322031219880021,-0.008353173085393989,-0.007067283838402653,0.003826525875460043,3
Luisinho,-0.006067354202781688,-0.006269915269099249,-0.011187662403951205,-0.007841643958610714,0.005120308201169517,3
Aderllan Santos,-0.0231524335575806,-0.018696290596506827,-0.015090166840632285,-0.01897963033157324,0.008062266716948315,2
Danilo Barbosa,-0.021311876751544067,-0.022816640296016485,-0.01351737303623753,-0.01921529669459936,0.009299267259778955,2
Matías Nahuel,-0.013972409047385942,-0.02252541702752933,-0.022755598577338138,-0.019751141550751136,0.008783189529952195,3
Jorge Molina,-0.05110683174438321,-0.0394214878339499,-0.03496803377526981,-0.04183211778453431,0.016138797969113404,0
Álvaro Vázquez,-0.06256028232509142,-0.0506825744420557,-0.05744379208611343,-0.056895549617753526,0.011877707883035722,0
Fernando Llorente,-0.13042835133578698,-0.11856036427414066,-0.13146309349127192,-0.12681726970039986,0.012902729217131259,0
Nordin Amrabat,-0.13438229177279823,-0.14069300021552483,-0.13680778327353257,-0.13729435842061855,0.006310708442726604,1
Luciano Vietto,-0.13263298468233034,-0.1388438613064326,-0.14112003359576944,-0.13753229319484414,0.0084870489134391,1
Nabil Ghilas,-0.16120930923488372,-0.16013711317239124,-0.16735458263626196,-0.16290033501451232,0.007217469463870724,0
